asian  white
white
white
hispanic   latin  white
white
white
white
white
white
native american  white
white
white
white
asian
black  native american  h
white
hispanic   latin  white
white
white
hispanic   latin  white
white
white
white
hispanic   latin
white
white
white
hispanic   latin
asian
white
white
indian
white
hispanic   latin
asian
asian
asian
asian  pacific islander
white
white
white
white
white
hispanic   latin
white
hispanic   latin
white
white
white
white
white
white
white
white
white
white
asian
white
white
white
native american  white
white
other
white
white
white
asian  pacific islander
white
white
white  other
white
white
white
asian
white
white
white
white
white
white  other
native american  white  o
white
white
white
white
hispanic   latin
white
white
white
white
hispanic   latin  white
white
white
hispanic   latin  white
white
white
pacific islander
white
white
white
asian  pacific islander
white
black
white
white
hispanic   latin
hispanic   latin  white
pacific islander
white
white
black
pacific islander  hispani
white
black
native american  white
white
white
asian
middle eastern  white
white
white
white
asian  black
white
white
hispanic   latin
white  other
white
white
other
asian
white
white
black
white
white
white
hispanic   latin  white
white
white
white
native american  white
white
hispanic   latin
asian
asian
white
middle eastern
white
asian
white
hispanic   latin  white
other
asian
white
white
white
white
asian  white
asian
asian
black
white
white
white
asian
white
white
white
white
white
white
white
white
white
white
white
white
white  other
white
white
white
asian
asian
white
white
hispanic   latin
white
other
white
white
pacific islander
white
asian
white
white
hispanic   latin
indian
white
hispanic   latin
white
white
white
white
white  other
asian
white
black
white
white
indian
white
white
white
white
white
asian
white
hispanic   latin
black
black  hispanic   latin
white
white
white
white
white
white
white
white
white
asian
asian
hispanic   latin
asian
white
white
black
white
white
other
asian
white
white
white
white
white
white
asian
asian
white
white
white
white
asian
white
white
other
asian
asian
white
white
white
white
other
white
other
hispanic   latin  white
white
white
white
white
hispanic   latin
middle eastern
white
white
hispanic   latin  white
white  other
white
white
white
asian
white
white
white
asian
white
white
asian
white
asian  black  white
white
asian  pacific islander
asian  pacific islander 
white
asian
white
middle eastern
white
white
white
white
hispanic   latin
white
white
other
hispanic   latin
white
hispanic   latin
white
hispanic   latin
white
white
asian  white
black
white
white
white
hispanic   latin
white
asian
hispanic   latin
middle eastern
white
indian  white
hispanic   latin  white
white
white
white
white
white
white
white
hispanic   latin
white
white
asian
asian  pacific islander
black  white  other
white
white
white
hispanic   latin  white
white
white
asian
white
black
white
white
white  other
white
white
asian
asian
white
white
black  white
white
hispanic   latin  white
black  white
white
middle eastern  white
white  other
white  other
white
white
asian
black
white
white
hispanic   latin  white
hispanic   latin
